isbn,title,authors,publication_year,average_rating,ratings_count
545176867,Drawing from Memory,Allen Say,2011,3.81,21137
071956896X,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,2008,3.93,15499
553290991,Nightfall,"Isaac Asimov, Robert Silverberg",1970,4.01,21683
152018484,How I Became a Pirate,"Melinda Long, David Shannon",2003,4.07,21554
61129763,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Edward Abbey,1975,4.08,15513
1400063841,Last Night in Twisted River,John Irving,2009,3.74,18441
006204964X,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,2011,3.54,17668
451233182,"Bite Club (The Morganville Vampires, #10)",Rachel Caine,2011,4.23,25064
312933541,A Matter of Honor,Jeffrey Archer,1985,3.9,16502
743482883,Mr. Perfect,Linda Howard,2000,4.07,24753
055380555X,No Time for Goodbye (No Time For Goodbye #1),Linwood Barclay,2007,4,17413
60730269,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",Katherine Hannigan,2004,3.86,20551
7273746,"The Dragon Keeper (Rain Wild Chronicles, #1)",Robin Hobb,2009,3.93,19620
195007778,A Sand County Almanac and Sketches Here and There,Aldo Leopold,1949,4.24,16792
805072063,Lassie Come-Home,"Eric Knight, Marguerite Kirmse",1940,4.16,19100
1932100660,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health","T. Colin Campbell, Thomas M. Campbell II",2001,4.21,16485
333710932,The Gruffalo,"Julia Donaldson, Axel Scheffler",1999,4.47,19609
345455290,"The Salmon of Doubt (Dirk Gently, #3)",Douglas Adams,2002,3.92,20177
1857987632,The City and the Stars,Arthur C. Clarke,1956,4.08,19032
2723495612,"Tokyo Ghoul, tome 1 (Tokyo Ghoul, #1)","Sui Ishida, ?? ??",2012,4.43,43490
316737372,"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell,2003,3.85,23042
034911188X,Brief Interviews with Hideous Men,David Foster Wallace,1999,3.88,15555
1416516727,All Around the Town,Mary Higgins Clark,1992,3.94,20029
61767581,"L.A. Candy (L.A. Candy, #1)",Lauren Conrad,2009,3.36,21910
1440154236,The Siren,Kiera Cass,2009,3.78,21740
340686030,The Quiet Game,Greg Iles,1999,4.17,16853
679764410,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,1996,3.9,17375
307948684,Headhunters,"Jo Nesbø, Don Bartlett",2008,3.78,16509
399153357,"The Messenger (Gabriel Allon, #6)",Daniel Silva,2006,4.18,16974
141023422,The Sheltering Sky,Paul Bowles,1949,3.92,16494
1406331163,The Rest of Us Just Live Here,Patrick Ness,2015,3.76,23412
345495357,The Lady Elizabeth,Alison Weir,2008,3.97,20345
1455503258,The Astronaut Wives Club,Lily Koppel,2013,3.26,17837
375757910,The Man Who Was Thursday: A Nightmare,"G.K. Chesterton, Jonathan Lethem",1908,3.85,17481
006008460X,Cheaper by the Dozen,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948,3.99,26266
446581194,The Monster of Florence,"Douglas Preston, Mario Spezi",2008,3.72,21548
031605755X,Winter's Bone,Daniel Woodrell,2006,3.92,18306
553816322,"Seduced by Moonlight (Merry Gentry, #3)",Laurell K. Hamilton,2004,4.05,26388
60888644,"Sword Song (The Saxon Stories, #4)",Bernard Cornwell,2007,4.28,17106
61251348,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,Jessica Seinfeld,2007,3.39,17837
316780375,The Weight of Water,Anita Shreve,1997,3.62,21394
1301786454,"Music of the Heart (Runaway Train, #1)",Katie Ashley,2013,4,32013
451203771,Scarlet Feather,Maeve Binchy,2000,3.93,20948
988489112,"Truth (Consequences, #2)",Aleatha Romig,2012,4.38,25472
60507772,"The Last Hero (Discworld, #27; Rincewind #7)","Terry Pratchett, Paul Kidby",2001,4.15,22537
553275720,Fantastic Voyage,Isaac Asimov,1966,3.89,20415
312243359,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,1998,4.3,18716
161638610X,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,2011,3.93,15063
62073168,"The English Girl (Gabriel Allon, #13)",Daniel Silva,2013,4.08,15292
1400068169,Clara and Mr. Tiffany,Susan Vreeland,2010,3.71,23459
316254770,The Geography of You and Me,Jennifer E. Smith,2014,3.68,22368
1409521966,"Angel (Angel, #1)",L.A. Weatherly,2010,3.89,22262
1416997946,"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,2012,4.25,20291
440228654,Chinese Cinderella: The True Story of an Unwanted Daughter,Adeline Yen Mah,1999,4.04,21410
425182878,"Chosen Prey (Lucas Davenport, #12)",John Sandford,2001,4.23,20176
785139877,Raymond E. Feist's Magician Master,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",2010,4.43,18430
451225007,The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,2008,4.32,26144
1600104835,"Locke & Key, Vol. 2: Head Games","Joe Hill, Gabriel Rodríguez",2009,4.36,22505
192751034,"Ramona and Her Father (Ramona, #4)","Beverly Cleary, Alan Tiegreen",1984,4.02,22181
1600963943,The Secret Adversary (Tommy and Tuppence #1),Agatha Christie,1922,3.82,20457
394752848,Hopscotch,"Julio Cortázar, Gregory Rabassa",1963,4.25,10309
345528204,"Fallen (Will Trent, #5)",Karin Slaughter,2011,4.23,19777
1250091845,"Stars Above (The Lunar Chronicles, #4.5)",Marissa Meyer,2016,4.27,29333
038551851X,Clapton: The Autobiography,Eric Clapton,2007,3.81,16369
312421435,No Logo,Naomi Klein,1999,3.86,18792
451210557,No Second Chance,Harlan Coben,2003,4.05,18799
446698229,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,1973,4.1,15306
743219600,Shroud for a Nightingale (Adam Dalgliesh #4),P.D. James,1971,4.04,18044
1250019834,"First Frost (Waverley Family, #2)",Sarah Addison Allen,2015,3.95,20936
330426648,Stories of Your Life and Others,Ted Chiang,2002,4.27,16252
9707704667,Travesuras de la niña mala,Mario Vargas Llosa,2006,4.04,11707
1565126807,The Girl Who Fell from the Sky,Heidi W. Durrow,2010,3.6,19139
375727272,Lunar Park,Bret Easton Ellis,2005,3.6,16431
553804324,"Hide (Detective D.D. Warren, #2)",Lisa Gardner,2007,4.14,21892
9832672368,Ayat-Ayat Cinta,Habiburrahman El-Shirazy,2004,3.81,12345
1682305031,"Broken Prince (The Royals, #2)",Erin Watt,2016,4.11,21901
385349831,Manuscript Found in Accra,"Paulo Coelho, Margaret Jull Costa",2012,3.8,14318
031238078X,Save Me,Lisa Scottoline,2011,3.63,20168
7117140,Weaveworld,Clive Barker,1987,4.13,19251
671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1991,3.89,21880
689869126,"The Rivers of Zadaa (Pendragon, #6)",D.J. MacHale,2005,4.19,20264
345438310,Nicholas and Alexandra,Robert K. Massie,1967,4.25,17709
345527771,"Wicked Business (Lizzy & Diesel, #2)",Janet Evanovich,2012,3.76,24162
037587089X,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),Chris Grabenstein,2013,4.13,21376
345414004,Friday,Robert A. Heinlein,1982,3.82,21388
1414318634,"Her Mother's Hope (Marta's Legacy, #1)",Francine Rivers,2010,4.28,18257
395870828,Tuesday,David Wiesner,1991,4.17,21366
399148701,"Red Rabbit (Jack Ryan Universe, #3)",Tom Clancy,2002,3.64,19287
886773784,"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,1987,4.16,26844
374521727,Slouching Towards Bethlehem,Joan Didion,1968,4.24,17787
6497012,"Rise of a Merchant Prince (The Serpentwar Saga, #2)",Raymond E. Feist,1995,4.02,20661
62002325,"Angelfire (Angelfire, #1)",Courtney Allison Moulton,2011,3.93,27704
1451665601,Mile 81,Stephen King,2011,3.62,14213
312426232,The Brooklyn Follies,Paul Auster,2005,3.81,15635
689859392,"The Ironwood Tree (The Spiderwick Chronicles, #4)","Holly Black, Tony DiTerlizzi",2004,3.92,27293
689846231,The Yearling,Marjorie Kinnan Rawlings,1930,3.99,21797
373210639,"Dare You To (Pushing the Limits, #2)",Katie McGarry,2013,4.18,32490
446569895,I Am Ozzy,"Ozzy Osbourne, Chris Ayres",2009,4.05,16922
767915305,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,2003,3.87,16954
778313077,"Touch of Power (Healer, #1)",Maria V. Snyder,2011,4.17,29747
375703063,A Virtuous Woman,Kaye Gibbons,1989,3.67,21311
515128546,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",Nora Roberts,1999,4.19,24613
316000973,"The Vampire Prince (Cirque Du Freak, #6)",Darren Shan,2002,4.23,20877
034537472X,"The Sapphire Rose (The Elenium, #3)",David Eddings,1991,3.98,23232
1476798176,Did You Ever Have a Family,Bill Clegg,2015,3.81,17129
751531219,The Gold Coast,Nelson DeMille,1990,4.06,18616
684839385,On Death and Dying,Elisabeth Kübler-Ross,1969,4.15,17937
1780892888,"14th Deadly Sin (Womens Murder Club, #14)","James Patterson, Maxine Paetro",2015,3.99,12823
60562498,"It Happened One Autumn (Wallflowers, #2)",Lisa Kleypas,2005,4.15,30993
399155163,"Scarpetta (Kay Scarpetta, #16)",Patricia Cornwell,2008,3.72,21975
055350584X,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",Dennis Lehane,1996,4.17,19019
786901640,"Siege of Darkness (Forgotten Realms: Legacy of the Drow, #3; Legend of Drizzt, #9)",R.A. Salvatore,1993,4.15,17410
1416983244,"Perfect (Impulse, #2)",Ellen Hopkins,2011,4.35,21089
425189031,"Portrait in Death (In Death, #16)",J.D. Robb,2003,4.37,24958
1401202322,"Y: The Last Man, Vol. 4: Safeword (Y: The Last Man, #4)","Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,4.25,22207
399171088,The Collector,Nora Roberts,2014,3.92,15888
515138819,Sunshine,Robin McKinley,2003,3.85,27918
312939027,"D is for Deadbeat (Kinsey Millhone, #4)",Sue Grafton,1987,3.85,26075
1608195228,Salvage the Bones,Jesmyn Ward,2010,3.81,18505
345481291,"Throne of Jade (Temeraire, #2)",Naomi Novik,2006,3.89,23015
671447548,Mornings on Horseback,David McCullough,1981,4.1,18321
1401210090,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)","Brian K. Vaughan, Pia Guerra, Goran Suduka, José Marzán Jr.",2006,4.25,22220
345455681,London,Edward Rutherfurd,1997,4.06,18902
1480118516,"Silence (Silence, #1)",Natasha Preston,2012,3.93,13042
1250059305,My True Love Gave to Me: Twelve Holiday Stories,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014,3.73,22480
1612184715,"Off to Be the Wizard (Magic 2.0, #1)",Scott  Meyer,2013,3.98,12885
679753338,Nobody's Fool,Richard Russo,1993,4.12,18392
451076451,Rage,"Richard Bachman, Stephen King",1977,3.8,21746
140447423,"Germinal (Les Rougon-Macquart, #13)","Émile Zola, Roger Pearson",1885,4.09,19325
224093614,The Cat's Table,Michael Ondaatje,2011,3.59,16631
1857988221,The Demolished Man,Alfred Bester,1953,3.99,20685
1423121295,"Lost in Time (Blue Bloods, #6)",Melissa de la Cruz,2011,4.05,23154
60725125,"Ninth Key (The Mediator, #2)",Meg Cabot,2001,4.07,29922
425100650,Twilight Eyes,Dean Koontz,1984,3.86,20694
525954570,"Find Her (Detective D.D. Warren, #8)",Lisa Gardner,2016,4.12,15957
1939392748,"Frigid (Frigid, #1)","J. Lynn, Jennifer L. Armentrout",2013,3.79,32611
553383833,Of Love and Shadows,"Isabel Allende, Margaret Sayers Peden",1984,3.96,15919
805088415,"The Evolution of Calpurnia Tate (Calpurnia Tate, #1)",Jacqueline Kelly,2009,3.97,22291
1423108760,"Bad Girls Don't Die (Bad Girls Don't Die, #1)",Katie Alender,2009,4.07,18862
425204030,"Atlantis Found (Dirk Pitt, #15)",Clive Cussler,1999,3.96,19102
307377326,Asterios Polyp,David Mazzucchelli,2009,4.19,19635
345383273,"Domes of Fire (The Tamuli, #1)",David Eddings,1992,3.98,22206
1582405301,"The Walking Dead, Vol. 04: The Heart's Desire","Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,4.23,21488
439846838,"The Stonekeeper's Curse (Amulet, #2)",Kazu Kibuishi,2009,4.33,21461
446695688,Sick Puppy,Carl Hiaasen,2000,3.88,18248
836217357,The Days Are Just Packed: A Calvin and Hobbes Collection,Bill Watterson,1993,4.68,19143
1600610862,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",Danny Gregory,2008,3.72,15601
307990672,"Odd Apocalypse (Odd Thomas, #5)",Dean Koontz,2012,3.93,16063
679752552,Discipline and Punish: The Birth of the Prison,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",1975,4.21,16892
743412028,Pay It Forward,Catherine Ryan Hyde,1999,4.15,18220
1401307922,The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,Danny Gregory,2005,3.93,18139
1591169283,"Full Moon o Sagashite, Vol. 1","Arina Tanemura, Tomo Kimura",2001,4.06,19443
60935766,"The Archer's Tale (The Grail Quest, #1)",Bernard Cornwell,2000,4.12,16032
1594481571,Plan B: Further Thoughts on Faith,Anne Lamott,2004,4.05,18056
812974042,In the Company of the Courtesan,Sarah Dunant,2006,3.76,19614
345531485,"The Skull Throne (Demon Cycle, #4)",Peter V. Brett,2015,4.14,15946
312369506,"Devil May Cry (Dark-Hunter, #11)",Sherrilyn Kenyon,2007,4.32,30249
316013838,Sea Glass,Anita Shreve,2002,3.65,19585
1582349010,"River Secrets (The Books of Bayern, #3)",Shannon Hale,2006,4.03,27399
1250034485,"Be Careful What You Wish For (The Clifton Chronicles, #4)",Jeffrey Archer,2014,4.04,13714
1461072514,"Inescapable (The Premonition, #1)",Amy A. Bartol,2013,4.05,25001
61668095,"Illusions (Wings, #3)",Aprilynne Pike,2011,4.12,26291
451165667,Fatal Vision,Joe McGinniss,1983,4.1,18395
1594201501,Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh,2008,4.01,15387
785127224,Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",1984,4.44,17782
785281126,Developing the Leader Within You,John C. Maxwell,1993,4.18,15817
7157177,"That Hideous Strength (Space Trilogy, #3)",C.S. Lewis,1945,3.87,19866
62331159,The Bees,Laline Paull,2014,3.67,15848
385664443,Ape House,Sara Gruen,2010,3.46,21093
345422554,Polgara the Sorceress (Malloreon),"David Eddings, Leigh Eddings",1997,4.07,22802
385539088,China Rich Girlfriend (Crazy Rich Asians #2),Kevin Kwan,2015,3.74,17708
736918833,A Woman After God's Own Heart,Elizabeth George,1997,4.29,16200
1416543694,"State of the Union (Scot Harvath, #3)",Brad Thor,2004,4.2,16466
1250015545,The Good House,Ann Leary,2013,3.66,16490
446675369,"Bless Me, Ultima",Rudolfo Anaya,1972,3.74,18380
375703845,Glamorama,Bret Easton Ellis,1998,3.47,14947
312939043,"F is for Fugitive (Kinsey Millhone, #6)",Sue Grafton,1988,3.9,24842
8770530688,"The Redeemer (Harry Hole, #6)",Jo Nesbø,2005,4.07,9337
375703829,Silk,Alessandro Baricco,1996,3.82,14555
312593317,A Secret Kept,Tatiana de Rosnay,2009,3.33,19079
842332308,"The Remnant (Left Behind, #10)","Tim LaHaye, Jerry B. Jenkins",2002,4.01,18785
156106809,The Baron in the Trees,"Italo Calvino, Archibald Colquhoun",1957,4.06,13221
316133191,"Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)","Stephenie Meyer, Young Kim",2011,4.26,19795
380809060,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,1999,4.31,20748
778303829,The Darkest Lie (Lords of the Underworld #6),Gena Showalter,2010,4.32,27343
8370540910,"Czas pogardy (Saga o Wiedzminie, #4)",Andrzej Sapkowski,1995,4.32,11551
385535589,The Dressmaker,Kate Alcott,2012,3.44,20464
743474163,"Paradise (Second Opportunities, #1)",Judith McNaught,1991,4.32,24363
395304482,Jumanji,Chris Van Allsburg,1981,4.03,21961
068816112X,Replay,Ken Grimwood,1986,4.16,18019
307377334,Incognito: The Secret Lives of the Brain,David Eagleman,2011,3.98,11957
393062244,Death by Black Hole - And Other Cosmic Quandaries,Neil deGrasse Tyson,2006,4.11,9815
385491069,The Edible Woman,Margaret Atwood,1969,3.67,21440
061861916X,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,2004,4.13,16775
1250044650,Heartless,Marissa Meyer,2016,4.06,33348
60757353,"The Pigman (The Pigman, #1)",Paul Zindel,1968,3.58,21278
385515502,"Deep Storm (Jeremy Logan, #1)",Lincoln Child,2007,3.87,18413
545284104,"Abandon (Abandon, #1)",Meg Cabot,2011,3.71,30934
1400031818,"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",Alexander McCall Smith,2003,4.02,23089
60751967,"How to Marry a Millionaire Vampire (Love at Stake, #1)",Kerrelyn Sparks,2005,3.85,27854
679882804,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books),Dr. Seuss,1968,3.99,22268
068987779X,"The Recruit (Cherub, #1)",Robert Muchamore,2004,4.22,19679
078948045X,Anatomy for the Artist,Sarah Simblet,2001,3.97,17000
385493622,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,1997,4.22,15738
684832356,"The Christmas Box (The Christmas Box, #1)",Richard Paul Evans,1993,3.95,18869
557364639,"My Blood Approves (My Blood Approves, #1)",Amanda Hocking,2010,3.83,21707
014017821X,The Bloody Chamber and Other Stories,Angela Carter,1979,4.02,20438
60012781,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,2001,3.97,16719
61176109,The Power of Art,Simon Schama,2006,3.87,13423
1602862567,"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings","Michelle Knight, Michelle Burford",2014,4.12,12653
051511779X,"Born in Shame (Born In Trilogy, #3)",Nora Roberts,1996,4.07,24398
738718688,"Return to Paradise (Leaving Paradise, #2)",Simone Elkeles,2010,4.05,29043
62295896,Girl in a Band,Kim Gordon,2015,3.58,14491
525478922,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Heather Brewer,2008,4.14,20198
399153934,"Book of the Dead (Kay Scarpetta, #15)",Patricia Cornwell,2007,3.63,20962
691017840,The Hero With a Thousand Faces,Joseph Campbell,1949,4.24,17920
399156909,"Bad Blood (Virgil Flowers, #4)",John Sandford,2010,4.21,18504
1577780728,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)","D.C. Talk, The Voice of the Martyrs",1997,4.2,17602
1594204217,Cooked: A Natural History of Transformation,Michael Pollan,2013,3.98,16078
451456718,Daughter of the Blood (The Black Jewels #1),Anne Bishop,1998,4.12,25432
765326574,"The Lost Gate (Mither Mages, #1)",Orson Scott Card,2011,3.82,18235
307960498,"Police (Harry Hole, #10)","Jo Nesbø, Don Bartlett",2013,4.22,14495
5559609129,"Vittorio, The Vampire (New Tales of the Vampires, #2)",Anne Rice,1999,3.5,21402
1569314063,"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess","Yuu Watase, Yuji Oniki",1992,4.08,18060
097915930X,"The Lace Reader (The Lace Reader, #1)",Brunonia Barry,2006,3.46,20534
970398107,Anne Rice's The Tale of the Body Thief (A Graphic Novel),"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000,4.07,20511
802141676,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1993,4.09,18793
345443608,"A Stroke of Midnight (Merry Gentry, #4)",Laurell K. Hamilton,2005,4.06,26783
618562036,"Empress Orchid (Empress Orchid, #1)",Anchee Min,2003,3.87,17318
1401323588,And Another Thing...,Eoin Colfer,2009,3.53,19685
743453018,"Monday Mourning (Temperance Brennan, #7)",Kathy Reichs,2004,4.02,22505
061579615X,"Damaged (Damaged, #1)",H.M. Ward,2013,3.93,26073
140367462,"The Princess and the Goblin  (Princess Irene and Curdie, #1)","George MacDonald, Arthur Hughes",1872,4,21200
1605981737,"The Preacher (Patrik Hedström, #2)","Camilla Läckberg, Steven T. Murray",2004,3.76,15851
7169957,There's a Wocket in My Pocket!,Dr. Seuss,1974,4.02,23852
425194515,Midnight,Dean Koontz,1989,3.81,19838
312361270,The Gatecrasher,Madeleine Wickham,1998,3.24,18306
60733357,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,2004,4.24,17381
857522272,"Raising Steam (Discworld, #40, Moist von Lipwig #3 )",Terry Pratchett,2013,3.93,17613
547959206,"Independent Study (The Testing, #2)",Joelle Charbonneau,2014,3.97,20593
399163840,"X (Kinsey Millhone, #24)",Sue Grafton,2015,3.88,13353
60567236,Lord of Light,"Roger Zelazny, Sönmez Güven",1967,4.1,20227
224064924,Esio Trot,"Roald Dahl, Quentin Blake",1990,3.74,22062
1593070918,"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)",Mike Mignola,1998,4.21,16485
307279952,A Simple Plan,Scott B. Smith,1993,3.91,18628
316018740,"Run for Your Life (Michael Bennett, #2)","James Patterson, Michael Ledwidge",2009,4,19848
374529949,Play It as It Lays,"Joan Didion, David Thomson",1970,3.86,17411
553590154,"Dime Store Magic (Women of the Otherworld, #3)",Kelley Armstrong,2004,4.07,26456
553573357,"Blue Mars (Mars Trilogy, #3)",Kim Stanley Robinson,1996,3.92,19500
722533942,The Valkyries,"Paulo Coelho, Alan R. Clarke",1988,3.3,14364
1250022061,"The Long Way Home (Chief Inspector Armand Gamache, #10)",Louise Penny,2014,4.06,16625
375865861,Please Ignore Vera Dietz,A.S. King,2010,3.91,21728
60766212,"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)","Joseph Delaney, Patrick  Arrasmith",2005,4.1,18513
006102001X,"The Struggle (The Vampire Diaries, #2)",L.J. Smith,1991,3.5,23840
440237556,"The Dark Highlander (Highlander, #5)",Karen Marie Moning,2002,4.31,27639
440237564,"The Immortal Highlander (Highlander, #6)",Karen Marie Moning,2004,4.34,27065
812971892,"No god but God: The Origins, Evolution and Future of Islam",Reza Aslan,2005,4.13,15410
679734465,"VALIS (VALIS Trilogy, #1)",Philip K. Dick,1981,3.94,17305
679724516,The Second Sex,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949,4.09,18648
545284155,"The Runaway King (The Ascendance Trilogy, #2)",Jennifer A. Nielsen,2013,4.23,24032
553286390,"Dragon Wing (The Death Gate Cycle, #1)","Margaret Weis, Tracy Hickman",1990,3.93,20720
385333900,Jailbird,Kurt Vonnegut Jr.,1979,3.81,15643
1401213510,"Y: The Last Man, Vol. 9: Motherland (Y: The Last Man, #9)","Brian K. Vaughan, Pia Guerra, Goran Suduka, José Marzán Jr.",2007,4.27,20511
380817926,"Ilium (Ilium, #1)",Dan Simmons,2003,4.01,19242
1608866874,"Lumberjanes, Vol. 1: Beware the Kitten Holy","Noelle Stevenson, Grace Ellis, Shannon Waters, Shannon Watters, Brooke A. Allen, Faith Hicks, Kat Leyh, Brooke Allen, Carolyn Nowak, Various, Carey Pietsch",2015,3.94,30604
553062182,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,Elaine N. Aron,1996,3.87,19447
385515995,The Palace of Illusions,Chitra Banerjee Divakaruni,2008,4.11,16304
385495404,The First American: The Life and Times of Benjamin Franklin,H.W. Brands,2000,4.09,15323
446617091,"Dance of Death (Pendergast, #6; Diogenes, #2)","Douglas Preston, Lincoln Child",2005,4.16,19812
547248040,"This World We Live In (Last Survivors, #3)",Susan Beth Pfeffer,2010,3.81,23711
1591167531,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)","Yoshihiro Togashi, ?? ??",1998,4.43,18244
749934131,"Vengeance in Death (In Death, #6)",J.D. Robb,1997,4.34,24839
553575384,"To Say Nothing of the Dog (Oxford Time Travel, #2)",Connie Willis,1998,4.13,23197
1846054761,"The Gift (Witch & Wizard, #2)","James Patterson, Ned Rust",2010,3.78,17070
60092572,The Terminal Man,Michael Crichton,1972,3.34,19072
1416963960,"White Cat (Curse Workers, #1)",Holly Black,2010,3.81,29444
679722319,Where I'm Calling From: New and Selected Stories,Raymond Carver,1988,4.42,16617
014303541X,"Something Rotten (Thursday Next, #4)",Jasper Fforde,2004,4.15,24526
517580519,"The Land of Painted Caves (Earth's Children, #6)",Jean M. Auel,2011,3.24,19300
60569662,Autobiography of a Face,Lucy Grealy,1994,3.96,18982
62224107,Vanishing Girls,Lauren Oliver,2015,3.59,19508
736421866,Snow White and the Seven Dwarfs (Little Golden Book),Walt Disney Company,1812,4.18,20021
006124242X,"Darke (Septimus Heap, #6)","Angie Sage, Mark Zug",2011,4.23,21322
810996162,The Wimpy Kid Movie Diary (Diary of a Wimpy Kid),Jeff Kinney,2010,4.16,15956
679722637,The Thin Man,Dashiell Hammett,1934,3.97,20535
316726192,Trading Up,Candace Bushnell,2003,3.2,15604
553279718,"The Uplift War (The Uplift Saga, #3)",David Brin,1987,4.06,20217
380974738,"Rage of a Demon King (The Serpentwar Saga, #3)",Raymond E. Feist,1997,4.02,19206
140186301,Lucky Jim,"Kingsley Amis, David Lodge",1954,3.79,17448
60534052,"A Faint Cold Fear (Grant County, #3)",Karin Slaughter,2003,4.12,18827
399167846,"The Rose Society (The Young Elites, #2)",Marie Lu,2015,4.11,27655
345484274,Angel Falls,Kristin Hannah,2000,3.9,17886
670011304,Waiting For You,Susane Colasanti,2009,3.84,20236
147673190X,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,Jeff Hobbs,2014,4.13,14451
425201333,Mao's Last Dancer,Li Cunxin,2003,4.12,16340
553807234,"The Neighbor (Detective D.D. Warren, #3)",Lisa Gardner,2009,4.08,19985
140121813X,"Y: The Last Man, Vol. 10: Whys and Wherefores (Y: The Last Man, #10)","Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2008,4.34,19916
812520475,"Eon (The Way, #1)",Greg Bear,1984,3.86,18373
812993101,The Summer Before the War,Helen Simonson,2016,3.79,17350
679723951,"Memories, Dreams, Reflections","C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961,4.19,16810
425234339,"Bullet (Anita Blake, Vampire Hunter #19)",Laurell K. Hamilton,2010,3.82,25388
1409135195,"The Scottish Prisoner (Lord John Grey, #3)",Diana Gabaldon,2011,4.19,17459
60725133,"Reunion (The Mediator, #3)",Meg Cabot,2001,4.09,28944
571206921,Laughable Loves,"Milan Kundera, Suzanne Rappaport",1970,3.86,12984
61230839,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)",Julia Quinn,2007,3.93,25533
1557091528,The Constitution of the United States of America,Founding Fathers,1787,4.54,16863
382285980X,Gustav Klimt: 1862-1918,Gilles Néret,1992,4.12,15611
60955228,Under the Volcano,Malcolm Lowry,1947,3.8,15832
679824111,"Dinosaurs Before Dark (Magic Tree House, #1)","Mary Pope Osborne, Salvatore Murdocca",2002,3.87,22533
1416505490,Have Space SuitWill Travel,Robert A. Heinlein,1958,3.89,20260
1598184318,The Sea Wolf,Jack London,1904,4.01,16488
60725141,"Darkest Hour (The Mediator, #4)",Meg Cabot,2001,4.16,28104
1770460608,Hark! A Vagrant,Kate Beaton,2011,4.27,20587
